2026-02-22 15:40:32,ipconfig,all,00-15-5D-6E-4E-A3 / 172.24.32.1,Captured
2026-02-22 15:40:33,arp,local,9 devices,Captured
2026-02-22 15:41:13,nslookup,google.com,Not found,Failed
2026-02-22 15:41:50,nslookup,github.com,Not found,Failed
